,winner_idx,wins,traffic,conversion
0,1,91,1894,0.04804646251319958
1,1,84,1401,0.059957173447537475
2,1,75,1401,0.05353319057815846
3,1,110,2210,0.049773755656108594
4,1,57,1401,0.04068522483940043
5,1,103,2379,0.04329550231189575
6,1,85,1401,0.06067094932191292
7,1,70,1401,0.049964311206281226
8,1,71,1401,0.05067808708065667
9,0,72,1401,0.05139186295503212
10,1,81,1401,0.057815845824411134
11,1,60,1401,0.042826552462526764
12,1,56,1401,0.03997144896502498
13,1,63,1401,0.044967880085653104
14,1,85,1759,0.04832291074474133
15,1,68,1401,0.04853675945753034
16,0,61,1401,0.04354032833690221
17,1,60,1401,0.042826552462526764
18,1,74,1730,0.04277456647398844
19,1,98,2054,0.04771178188899708
20,1,70,1401,0.049964311206281226
21,0,76,1445,0.05259515570934256
22,1,77,1401,0.054960742326909354
23,0,66,1401,0.047109207708779445
24,1,76,1401,0.05424696645253391
25,1,70,1401,0.049964311206281226
26,1,64,1401,0.04568165596002855
27,1,74,1734,0.04267589388696655
28,1,75,1401,0.05353319057815846
29,1,70,1401,0.049964311206281226
30,1,73,1401,0.052105638829407566
31,1,70,1401,0.049964311206281226
32,1,70,1447,0.04837595024187975
33,1,62,1401,0.04425410421127766
34,0,73,1592,0.04585427135678392
35,0,57,1401,0.04068522483940043
36,1,65,1401,0.046395431834404
37,1,73,1406,0.051920341394025606
38,0,144,2560,0.05625
39,0,211,5575,0.037847533632286996
40,0,61,1401,0.04354032833690221
41,1,78,1401,0.055674518201284794
42,0,60,1401,0.042826552462526764
43,1,74,1401,0.05281941470378301
44,1,65,1401,0.046395431834404
45,0,62,1401,0.04425410421127766
46,1,91,2002,0.045454545454545456
47,1,65,1548,0.04198966408268734
48,1,54,1401,0.03854389721627409
49,1,63,1401,0.044967880085653104
50,1,62,1401,0.04425410421127766
51,0,64,1448,0.04419889502762431
52,0,61,1416,0.04307909604519774
53,1,70,1401,0.049964311206281226
54,0,50,1401,0.03568879371877231
55,1,68,1401,0.04853675945753034
56,0,69,1401,0.04925053533190578
57,1,74,1401,0.05281941470378301
58,1,77,1401,0.054960742326909354
59,1,93,1401,0.06638115631691649
60,0,76,1930,0.039378238341968914
61,1,59,1401,0.042112776588151324
62,1,127,2726,0.04658840792369773
63,0,99,2326,0.04256233877901978
64,1,58,1401,0.04139900071377588
65,0,50,1401,0.03568879371877231
66,1,70,1401,0.049964311206281226
67,0,51,1401,0.03640256959314775
68,1,66,1401,0.047109207708779445
69,1,135,3295,0.0409711684370258
70,1,57,1401,0.04068522483940043
71,1,72,1401,0.05139186295503212
72,1,70,1578,0.044359949302915085
73,1,64,1401,0.04568165596002855
74,0,64,1501,0.04263824117255163
75,1,56,1401,0.03997144896502498
76,1,56,1498,0.037383177570093455
77,1,70,1401,0.049964311206281226
78,0,59,1401,0.042112776588151324
79,0,82,1623,0.05052372150338879
80,1,64,1406,0.04551920341394026
81,1,80,1628,0.04914004914004914
82,0,54,1401,0.03854389721627409
83,0,72,1533,0.046966731898238745
84,1,62,1401,0.04425410421127766
85,0,52,1406,0.03698435277382646
86,1,86,1522,0.056504599211563734
87,1,81,1401,0.057815845824411134
88,0,53,1401,0.03783012134189864
89,1,65,1546,0.04204398447606727
90,1,160,3293,0.048587913756453084
91,1,56,1407,0.03980099502487562
92,1,72,1473,0.048879837067209775
93,1,61,1401,0.04354032833690221
94,1,79,1401,0.05638829407566024
95,1,52,1401,0.037116345467523196
96,0,62,1401,0.04425410421127766
97,1,68,1401,0.04853675945753034
98,0,62,1401,0.04425410421127766
99,1,71,1401,0.05067808708065667
