,winner_idx,wins,traffic,conversion
0,1,1377,28035,0.04911717495987159
1,1,325,6566,0.04949741090466037
2,1,121,2333,0.05186455207886841
3,1,691,15796,0.04374525196252216
4,1,160,3028,0.052840158520475564
5,1,790,16159,0.04888916393341172
6,1,77,1403,0.0548823948681397
7,1,945,20171,0.046849437310991025
8,0,47,1401,0.03354746609564597
9,1,191,3863,0.04944343774268703
10,1,89,2174,0.04093836246550138
11,1,104,1914,0.054336468129571575
12,0,557,10970,0.050774840474020054
13,1,1054,20876,0.050488599348534204
14,1,540,10957,0.049283563019074564
15,1,765,14236,0.053737004776622646
16,1,66,1402,0.047075606276747506
17,1,703,13875,0.050666666666666665
18,1,583,11418,0.051059730250481696
19,1,1538,31778,0.048398262949210145
20,1,1353,29062,0.046555639666919
21,1,105,2289,0.045871559633027525
22,1,1104,24053,0.04589864050222425
23,1,198,3838,0.05158936946326212
24,1,195,4151,0.0469766321368345
25,1,146,2676,0.05455904334828102
26,1,212,4546,0.04663440387153542
27,1,321,5606,0.057260078487335
28,1,401,8763,0.04576058427479174
29,1,385,8187,0.04702577256626359
30,0,162,3602,0.044975013881177126
31,0,84,1630,0.051533742331288344
32,0,471,9599,0.04906761120950099
33,1,591,13409,0.04407487508389887
34,1,1129,22613,0.04992703312254013
35,1,108,2327,0.04641168886978943
36,1,467,9911,0.04711936232468974
37,1,230,4697,0.04896742601660634
38,1,359,6866,0.05228662976988057
39,1,112,1880,0.059574468085106386
40,1,80,1515,0.052805280528052806
41,1,1725,36453,0.047321208131018026
42,1,62,1404,0.04415954415954416
43,1,465,9815,0.04737646459500764
44,1,118,2631,0.04484986697073356
45,1,405,8292,0.04884225759768451
46,1,517,10328,0.0500580945003873
47,1,217,4508,0.04813664596273292
48,1,67,1429,0.04688593421973408
49,1,193,4101,0.04706169227017801
50,1,166,3262,0.050889025137952175
51,1,771,16364,0.0471156196528966
52,1,3893,82646,0.04710451806500012
53,1,260,4957,0.05245107928182369
54,1,498,11301,0.04406689673480223
55,1,269,5738,0.046880446148483794
56,1,324,6385,0.050743931088488646
57,1,120,2660,0.045112781954887216
58,1,763,15475,0.04930533117932149
59,1,1085,21274,0.05100122214910219
60,1,104,2148,0.048417132216014895
61,1,1273,27069,0.047027965569470614
62,1,168,3925,0.04280254777070064
63,1,688,14138,0.04866317725279389
64,1,98,1955,0.05012787723785166
65,1,153,3271,0.046774686640171204
66,1,439,9349,0.046956893785431594
67,1,413,8679,0.04758612743403618
68,1,135,3060,0.04411764705882353
69,1,99,2131,0.04645706241201314
70,0,71,1433,0.04954640614096301
71,1,680,13235,0.05137891953154514
72,0,63,1612,0.039081885856079406
73,1,355,6846,0.051855097867367805
74,1,686,13511,0.050773443860558064
75,1,546,10916,0.05001832172957127
76,0,591,12355,0.04783488466208013
77,1,149,3275,0.04549618320610687
78,1,217,4690,0.04626865671641791
79,1,431,8912,0.048361759425493714
80,1,812,15699,0.05172303968405631
81,1,963,18724,0.05143131809442427
82,1,68,1406,0.04836415362731152
83,1,427,8568,0.049836601307189546
84,1,327,6878,0.047542890375109045
85,1,373,8703,0.04285878432724348
86,1,524,10751,0.048739652125383684
87,1,628,13297,0.04722869820260209
88,1,193,3639,0.05303654850233581
89,1,81,1556,0.05205655526992288
90,1,85,1401,0.06067094932191292
91,1,2178,45028,0.04836990317136004
92,1,294,5698,0.051597051597051594
93,1,250,5727,0.04365287235900122
94,1,1896,38608,0.04910899295482801
95,1,189,4272,0.04424157303370786
96,1,69,1470,0.04693877551020408
97,1,119,2472,0.04813915857605178
98,1,457,9838,0.04645253100223623
99,1,371,7832,0.04736976506639428
