,winner_idx,wins,traffic,conversion
0,0,62,1401,0.04425410421127766
1,0,123,3166,0.03885028427037271
2,1,69,1403,0.04918032786885246
3,1,93,1787,0.05204252937884723
4,1,266,5203,0.05112435133576783
5,1,178,4494,0.03960836671117045
6,0,157,2932,0.05354706684856753
7,1,79,1414,0.05586987270155587
8,0,294,6334,0.046416166719292704
9,1,80,1757,0.045532157085941945
10,1,76,1640,0.046341463414634146
11,1,426,8984,0.047417631344612646
12,1,162,3088,0.052461139896373056
13,1,88,1812,0.04856512141280353
14,1,143,3674,0.038922155688622756
15,1,274,5632,0.048650568181818184
16,1,127,2464,0.05154220779220779
17,1,68,1401,0.04853675945753034
18,1,55,1479,0.03718728870858688
19,1,92,1496,0.06149732620320856
20,1,99,1981,0.049974760222110046
21,0,51,1401,0.03640256959314775
22,1,62,1401,0.04425410421127766
23,1,247,5254,0.04701180053292729
24,1,203,4528,0.0448321554770318
25,1,68,1499,0.04536357571714476
26,1,73,1562,0.04673495518565941
27,1,121,2379,0.05086170659941152
28,1,74,1401,0.05281941470378301
29,1,83,1401,0.05924339757316203
30,1,104,2318,0.04486626402070751
31,1,64,1401,0.04568165596002855
32,1,81,1401,0.057815845824411134
33,1,317,7963,0.0398091171668969
34,1,189,4495,0.042046718576195775
35,1,483,9828,0.049145299145299144
36,1,439,9683,0.0453371888877414
37,0,94,2032,0.04625984251968504
38,1,214,4851,0.04411461554318697
39,1,74,1401,0.05281941470378301
40,1,330,6584,0.05012150668286756
41,1,70,1401,0.049964311206281226
42,1,63,1401,0.044967880085653104
43,0,66,1510,0.04370860927152318
44,1,78,1402,0.05563480741797432
45,0,51,1401,0.03640256959314775
46,1,518,11767,0.044021415823914334
47,1,70,1497,0.04676018704074816
48,1,69,1401,0.04925053533190578
49,1,207,4010,0.051620947630922696
50,1,507,11239,0.04511077497998042
51,1,161,3464,0.04647806004618937
52,1,119,2522,0.0471847739888977
53,1,130,2665,0.04878048780487805
54,0,212,4309,0.04919935019726154
55,1,74,1401,0.05281941470378301
56,1,146,2908,0.050206327372764786
57,1,136,2767,0.04915070473436935
58,1,83,1970,0.04213197969543147
59,0,80,1665,0.04804804804804805
60,1,65,1499,0.04336224149432955
61,1,267,5886,0.045361875637105
62,1,254,6063,0.041893452086425864
63,1,70,1401,0.049964311206281226
64,1,150,3235,0.04636785162287481
65,1,92,1953,0.047107014848950336
66,1,250,5467,0.04572891896835559
67,1,117,2766,0.04229934924078091
68,1,60,1401,0.042826552462526764
69,1,114,2238,0.05093833780160858
70,1,65,1465,0.04436860068259386
71,1,254,5287,0.04804236807263098
72,1,72,1731,0.0415944540727903
73,1,78,1404,0.05555555555555555
74,1,86,1414,0.06082036775106082
75,1,791,16860,0.04691577698695137
76,1,69,1401,0.04925053533190578
77,1,78,1689,0.046181172291296625
78,1,72,1557,0.046242774566473986
79,1,107,2327,0.04598195100988397
80,1,224,4453,0.05030316640467101
81,1,272,5341,0.0509267927354428
82,1,269,5619,0.04787328706175476
83,1,186,3626,0.05129619415333701
84,1,83,1402,0.05920114122681883
85,1,74,1402,0.052781740370898715
86,1,415,8771,0.047315015391631514
87,1,520,11277,0.04611155449144276
88,1,69,1401,0.04925053533190578
89,0,50,1401,0.03568879371877231
90,1,68,1401,0.04853675945753034
91,1,93,1867,0.04981253347616497
92,0,227,5143,0.044137662842698815
93,1,211,4169,0.050611657471815785
94,1,116,2521,0.04601348671162237
95,1,63,1454,0.04332874828060523
96,1,88,1468,0.05994550408719346
97,1,437,9515,0.045927482921702574
98,1,220,4878,0.045100451004510045
99,1,192,4972,0.038616251005631534
