,winner_idx,wins,traffic,conversion
0,0,67,1430,0.04685314685314685
1,0,83,1572,0.052798982188295165
2,1,61,1401,0.04354032833690221
3,1,62,1401,0.04425410421127766
4,1,68,1401,0.04853675945753034
5,1,76,1401,0.05424696645253391
6,1,61,1401,0.04354032833690221
7,1,53,1401,0.03783012134189864
8,0,61,1401,0.04354032833690221
9,1,71,1401,0.05067808708065667
10,1,82,1401,0.05852962169878658
11,1,56,1401,0.03997144896502498
12,1,69,1401,0.04925053533190578
13,1,54,1401,0.03854389721627409
14,0,55,1401,0.039257673090649536
15,0,70,1401,0.049964311206281226
16,1,94,1719,0.054682955206515414
17,0,66,1401,0.047109207708779445
18,1,81,1401,0.057815845824411134
19,0,58,1401,0.04139900071377588
20,1,56,1401,0.03997144896502498
21,0,63,1401,0.044967880085653104
22,0,66,1401,0.047109207708779445
23,0,61,1401,0.04354032833690221
24,0,69,1401,0.04925053533190578
25,1,70,1401,0.049964311206281226
26,0,88,1973,0.044602128737962494
27,1,54,1433,0.03768318213538032
28,0,62,1401,0.04425410421127766
29,1,72,1401,0.05139186295503212
30,1,66,1401,0.047109207708779445
31,1,68,1401,0.04853675945753034
32,0,61,1401,0.04354032833690221
33,1,68,1401,0.04853675945753034
34,1,70,1401,0.049964311206281226
35,1,68,1401,0.04853675945753034
36,1,93,2389,0.03892842193386354
37,1,71,1401,0.05067808708065667
38,1,58,1401,0.04139900071377588
39,1,72,1401,0.05139186295503212
40,0,57,1404,0.0405982905982906
41,0,81,1401,0.057815845824411134
42,1,75,1401,0.05353319057815846
43,0,58,1401,0.04139900071377588
44,1,76,1401,0.05424696645253391
45,1,70,1401,0.049964311206281226
46,1,69,1401,0.04925053533190578
47,1,86,1401,0.06138472519628837
48,1,62,1417,0.043754410726887794
49,1,73,1401,0.052105638829407566
50,1,62,1401,0.04425410421127766
51,1,61,1401,0.04354032833690221
52,1,97,2292,0.04232111692844677
53,0,57,1401,0.04068522483940043
54,1,81,1401,0.057815845824411134
55,1,77,1401,0.054960742326909354
56,1,58,1419,0.0408738548273432
57,0,81,1899,0.04265402843601896
58,1,56,1401,0.03997144896502498
59,0,60,1401,0.042826552462526764
60,1,68,1401,0.04853675945753034
61,1,80,1401,0.05710206995003569
62,1,51,1444,0.035318559556786706
63,0,75,1401,0.05353319057815846
64,1,68,1401,0.04853675945753034
65,1,60,1401,0.042826552462526764
66,1,83,1401,0.05924339757316203
67,0,78,1539,0.050682261208576995
68,0,63,1618,0.03893695920889988
69,1,58,1401,0.04139900071377588
70,1,68,1401,0.04853675945753034
71,1,75,1401,0.05353319057815846
72,1,62,1401,0.04425410421127766
73,1,55,1401,0.039257673090649536
74,1,86,1401,0.06138472519628837
75,1,72,1401,0.05139186295503212
76,0,74,1401,0.05281941470378301
77,1,79,1401,0.05638829407566024
78,1,78,1401,0.055674518201284794
79,1,66,1401,0.047109207708779445
80,1,73,1401,0.052105638829407566
81,1,82,1735,0.04726224783861672
82,0,59,1464,0.040300546448087435
83,1,68,1401,0.04853675945753034
84,1,70,1401,0.049964311206281226
85,1,59,1401,0.042112776588151324
86,0,60,1401,0.042826552462526764
87,1,62,1401,0.04425410421127766
88,0,64,1401,0.04568165596002855
89,0,47,1402,0.033523537803138374
90,0,66,1401,0.047109207708779445
91,1,72,1401,0.05139186295503212
92,0,71,1401,0.05067808708065667
93,0,70,1401,0.049964311206281226
94,0,72,1624,0.04433497536945813
95,1,68,1401,0.04853675945753034
96,0,69,1614,0.04275092936802974
97,0,68,1542,0.04409857328145266
98,1,57,1439,0.03961084086170952
99,1,50,1401,0.03568879371877231
