n_arms,true_winner_idx,winner_idx,traffic,wins,baseline,conversion
16.0,2.0,2.0,38869.0,8893.0,0.19061042444454257,0.228794154724845
16.0,8.0,8.0,100000.0,24407.0,0.19894875823231978,0.24407
16.0,6.0,6.0,6891.0,1542.0,0.19159084135856097,0.2237701349586417
16.0,5.0,5.0,37791.0,11255.0,0.2167621582951028,0.2978222328067529
18.0,9.0,6.0,40448.0,10551.0,0.2056609040475858,0.2608534414556962
18.0,7.0,7.0,4438.0,1051.0,0.19721951697403986,0.23681838666065796
18.0,14.0,14.0,3404.0,960.0,0.1824761074687454,0.282021151586369
18.0,15.0,15.0,71080.0,16274.0,0.17467503492145325,0.22895329206527856
18.0,16.0,16.0,49925.0,13278.0,0.19707854914312162,0.2659589384076114
18.0,1.0,1.0,10650.0,2345.0,0.1888209039389238,0.22018779342723005
18.0,15.0,15.0,80521.0,24666.0,0.1836527467826208,0.3063300257075794
18.0,2.0,2.0,100000.0,30512.0,0.22015194407095362,0.30512
18.0,4.0,4.0,14204.0,3693.0,0.20912506124736738,0.25999718389186144
18.0,15.0,15.0,19629.0,4876.0,0.19192585649422045,0.24840796780274085
18.0,15.0,15.0,23806.0,5938.0,0.21058628406375302,0.24943291607157858
18.0,11.0,11.0,6217.0,1650.0,0.18987946485974766,0.2654013189641306
18.0,13.0,13.0,24923.0,6565.0,0.18878174907438094,0.26341130682502106
18.0,13.0,13.0,6019.0,1485.0,0.21994027303937685,0.2467187240405383
18.0,12.0,12.0,2938.0,812.0,0.20698505648209414,0.2763784887678693
18.0,12.0,12.0,100000.0,27105.0,0.19286605644910332,0.27105
18.0,4.0,12.0,71518.0,17329.0,0.1910806896611551,0.24230263709835287
18.0,10.0,10.0,44748.0,11735.0,0.20753521546255704,0.26224635737910074
18.0,1.0,1.0,3351.0,936.0,0.21544669546977196,0.279319606087735
18.0,13.0,13.0,14571.0,3896.0,0.20687158825764057,0.26738041314940636
18.0,7.0,7.0,3746.0,1049.0,0.18030334152714056,0.2800320341697811
18.0,17.0,14.0,4066.0,1140.0,0.21438266832602756,0.2803738317757009
18.0,7.0,7.0,8630.0,2377.0,0.21989484822062003,0.2754345307068366
18.0,9.0,14.0,10659.0,2771.0,0.20241919843675574,0.25996810207336524
18.0,3.0,3.0,100000.0,25612.0,0.2038679697332191,0.25612
18.0,9.0,9.0,9632.0,3052.0,0.21215480596012556,0.3168604651162791
18.0,3.0,3.0,20079.0,4892.0,0.20154053423233687,0.24363763135614325
18.0,2.0,2.0,16373.0,4331.0,0.18771398899671354,0.2645208575093141
18.0,17.0,17.0,22318.0,5713.0,0.1819718173216344,0.25598171879200643
18.0,14.0,14.0,27230.0,7771.0,0.20784595388127625,0.2853837679030481
18.0,17.0,17.0,38477.0,10667.0,0.20197253896175893,0.27723055331756635
18.0,6.0,4.0,10515.0,3107.0,0.2163121479987826,0.2954826438421303
20.0,11.0,11.0,35751.0,11648.0,0.1987243002186347,0.3258090682778104
20.0,8.0,8.0,100000.0,24900.0,0.18516839357936477,0.249
20.0,19.0,7.0,1168.0,306.0,0.18685254125341644,0.261986301369863
20.0,10.0,10.0,97533.0,26224.0,0.18654237223628412,0.2688730993612418
20.0,5.0,5.0,6618.0,1782.0,0.18079622413414956,0.2692656391659112
20.0,8.0,2.0,100000.0,26897.0,0.20732895014816294,0.26897
20.0,18.0,18.0,11316.0,2915.0,0.21322843848045178,0.25759985860728174
20.0,3.0,3.0,2320.0,515.0,0.18838961517360414,0.22198275862068967
20.0,18.0,18.0,100000.0,25220.0,0.1888230817851128,0.2522
20.0,11.0,11.0,6753.0,1974.0,0.19122318476070227,0.2923145268769436
20.0,14.0,14.0,30519.0,8563.0,0.20264710768488792,0.2805793112487303
20.0,18.0,18.0,1469.0,332.0,0.19192836174046168,0.22600408441116407
20.0,15.0,15.0,11795.0,3152.0,0.1937220194718821,0.2672318779143705
20.0,10.0,10.0,2498.0,686.0,0.20283318984401383,0.2746196957566053
20.0,12.0,12.0,5546.0,1527.0,0.21484008469276578,0.2753335737468446
20.0,13.0,13.0,65387.0,17696.0,0.20096484086051797,0.27063483567069907
20.0,14.0,14.0,99268.0,27151.0,0.18341777248179814,0.27351210863520975
20.0,5.0,5.0,1515.0,403.0,0.2091526447951301,0.266006600660066
20.0,15.0,15.0,29046.0,8487.0,0.21254683078819672,0.29219169593059285
20.0,5.0,5.0,100000.0,29216.0,0.2122168857863007,0.29216
20.0,13.0,5.0,10009.0,3007.0,0.19851551766821324,0.3004296133479868
20.0,8.0,8.0,16304.0,4906.0,0.21924969986254572,0.3009077526987242
20.0,16.0,16.0,9291.0,2619.0,0.21514017853490017,0.2818856958346787
20.0,7.0,6.0,100000.0,24432.0,0.20427736044329414,0.24432
20.0,12.0,12.0,3711.0,938.0,0.2100913940850609,0.25276205874427377
20.0,3.0,3.0,6889.0,1923.0,0.19155625109244764,0.27914065902162866
20.0,19.0,19.0,1146.0,256.0,0.1920046361424356,0.22338568935427575
20.0,12.0,12.0,23686.0,5630.0,0.19833206031865952,0.2376931520729545
20.0,8.0,12.0,3194.0,717.0,0.2020883200730582,0.2244834063869756
20.0,5.0,0.0,21921.0,5586.0,0.19939469646222938,0.25482414123443275
20.0,1.0,1.0,9032.0,2320.0,0.19911654401321904,0.25686448184233834
20.0,13.0,13.0,13540.0,3968.0,0.21311650253126269,0.2930576070901034
22.0,3.0,3.0,10841.0,2893.0,0.20643494190864295,0.26685730098699384
22.0,17.0,17.0,5090.0,1363.0,0.21279956486222923,0.26777996070726917
22.0,3.0,0.0,100000.0,26395.0,0.20883196427738415,0.26395
22.0,21.0,21.0,13681.0,3430.0,0.19378175186833782,0.25071266720268987
22.0,0.0,6.0,4162.0,1188.0,0.21269425590814278,0.28543969245555023
22.0,16.0,19.0,51627.0,15806.0,0.1920988547163405,0.3061576306971158
22.0,21.0,21.0,2207.0,635.0,0.2182191855818074,0.2877208880833711
22.0,21.0,21.0,100000.0,30381.0,0.20619667045254955,0.30381
22.0,16.0,16.0,4623.0,1138.0,0.1984072990934236,0.24616050183863292
22.0,1.0,1.0,98475.0,26157.0,0.19526477387372793,0.2656207159177456
22.0,4.0,4.0,23595.0,6102.0,0.2027196679955879,0.2586141131595677
22.0,14.0,14.0,2029.0,524.0,0.19877512716734272,0.2582552981764416
22.0,17.0,17.0,3174.0,664.0,0.19498524564472036,0.2091997479521109
22.0,3.0,3.0,4846.0,1323.0,0.17962355477202446,0.2730086669418077
22.0,11.0,11.0,100000.0,28007.0,0.2154913561767273,0.28007
22.0,12.0,12.0,7813.0,1937.0,0.1947713276591517,0.24792013311148087
22.0,7.0,7.0,55171.0,14925.0,0.21158051534229372,0.27052255714052675
22.0,10.0,10.0,1378.0,338.0,0.20169216940292356,0.24528301886792453
22.0,18.0,18.0,11829.0,3409.0,0.21362710896035822,0.2881900414236199
22.0,9.0,2.0,18407.0,4948.0,0.19279322246266684,0.26881077850817625
22.0,16.0,16.0,76241.0,23008.0,0.22718648110847156,0.30177988221560575
22.0,15.0,15.0,22982.0,5778.0,0.19221385911212147,0.25141415020450786
22.0,4.0,9.0,58200.0,15480.0,0.21563711647834635,0.26597938144329897
22.0,0.0,12.0,32760.0,8125.0,0.18356331088564756,0.24801587301587302
22.0,12.0,15.0,2371.0,608.0,0.20808988077664273,0.2564318852804724
22.0,17.0,17.0,6692.0,1906.0,0.2010950925884394,0.2848176927674836
22.0,7.0,6.0,11328.0,2594.0,0.18719467549624325,0.2289901129943503
22.0,8.0,8.0,53025.0,16881.0,0.21119057047239637,0.3183592644978784
22.0,6.0,6.0,2466.0,774.0,0.20575704523228475,0.31386861313868614
22.0,0.0,0.0,100000.0,31163.0,0.21236686437578278,0.31163
22.0,10.0,21.0,100000.0,24165.0,0.18498110565794249,0.24165
22.0,12.0,12.0,12798.0,3508.0,0.19068698955520322,0.2741053289576496
