,winner_idx,wins,traffic,conversion
0,1,71,1401,0.05067808708065667
1,0,61,1434,0.042538354253835425
2,1,62,1401,0.04425410421127766
3,1,63,1401,0.044967880085653104
4,1,62,1401,0.04425410421127766
5,0,54,1401,0.03854389721627409
6,1,68,1532,0.044386422976501305
7,1,74,1401,0.05281941470378301
8,1,61,1496,0.04077540106951872
9,1,45,1401,0.032119914346895075
10,1,57,1401,0.04068522483940043
11,1,79,1730,0.04566473988439306
12,1,76,1401,0.05424696645253391
13,0,54,1401,0.03854389721627409
14,1,68,1401,0.04853675945753034
15,1,55,1401,0.039257673090649536
16,1,59,1401,0.042112776588151324
17,0,55,1401,0.039257673090649536
18,1,81,1401,0.057815845824411134
19,1,75,1401,0.05353319057815846
20,1,82,1401,0.05852962169878658
21,1,55,1401,0.039257673090649536
22,1,63,1401,0.044967880085653104
23,1,75,1401,0.05353319057815846
24,0,57,1401,0.04068522483940043
25,1,66,1401,0.047109207708779445
26,1,78,1401,0.055674518201284794
27,1,78,1401,0.055674518201284794
28,0,65,1424,0.04564606741573034
29,1,64,1401,0.04568165596002855
30,1,55,1401,0.039257673090649536
31,1,71,1430,0.04965034965034965
32,1,64,1401,0.04568165596002855
33,1,73,1401,0.052105638829407566
34,1,75,1401,0.05353319057815846
35,0,85,1427,0.05956552207428171
36,1,64,1401,0.04568165596002855
37,0,73,1401,0.052105638829407566
38,1,60,1401,0.042826552462526764
39,1,74,1548,0.04780361757105943
40,1,64,1401,0.04568165596002855
41,1,62,1401,0.04425410421127766
42,1,60,1401,0.042826552462526764
43,1,84,1401,0.059957173447537475
44,1,66,1401,0.047109207708779445
45,1,64,1401,0.04568165596002855
46,1,51,1401,0.03640256959314775
47,1,63,1401,0.044967880085653104
48,0,67,1401,0.04782298358315489
49,1,54,1401,0.03854389721627409
50,1,56,1401,0.03997144896502498
51,1,49,1409,0.0347764371894961
52,1,61,1401,0.04354032833690221
53,1,57,1401,0.04068522483940043
54,1,67,1401,0.04782298358315489
55,1,63,1498,0.04205607476635514
56,1,125,2447,0.05108295872496935
57,1,71,1401,0.05067808708065667
58,1,70,1401,0.049964311206281226
59,0,70,1401,0.049964311206281226
60,1,76,1403,0.0541696364932288
61,1,63,1401,0.044967880085653104
62,1,58,1401,0.04139900071377588
63,0,58,1454,0.039889958734525444
64,0,51,1401,0.03640256959314775
65,1,59,1401,0.042112776588151324
66,1,71,1401,0.05067808708065667
67,1,65,1401,0.046395431834404
68,0,50,1401,0.03568879371877231
69,0,75,1726,0.043453070683661645
70,1,60,1401,0.042826552462526764
71,1,58,1401,0.04139900071377588
72,1,78,1401,0.055674518201284794
73,0,58,1401,0.04139900071377588
74,0,49,1401,0.03497501784439686
75,1,64,1401,0.04568165596002855
76,0,69,1401,0.04925053533190578
77,0,62,1417,0.043754410726887794
78,1,63,1401,0.044967880085653104
79,1,69,1523,0.04530531845042679
80,1,47,1401,0.03354746609564597
81,0,48,1401,0.034261241970021415
82,1,68,1401,0.04853675945753034
83,0,78,1475,0.05288135593220339
84,0,69,1401,0.04925053533190578
85,1,67,1401,0.04782298358315489
86,1,75,1401,0.05353319057815846
87,0,65,1679,0.03871351995235259
88,0,55,1401,0.039257673090649536
89,1,45,1401,0.032119914346895075
90,1,56,1401,0.03997144896502498
91,1,68,1401,0.04853675945753034
92,1,53,1401,0.03783012134189864
93,1,64,1456,0.04395604395604396
94,1,63,1401,0.044967880085653104
95,1,51,1401,0.03640256959314775
96,1,79,1401,0.05638829407566024
97,1,57,1401,0.04068522483940043
98,1,63,1401,0.044967880085653104
99,1,67,1401,0.04782298358315489
