,winner_idx,wins,traffic,conversion
0,0,55,1401,0.039257673090649536
1,1,72,1401,0.05139186295503212
2,1,75,1401,0.05353319057815846
3,1,136,3288,0.0413625304136253
4,1,256,5491,0.046621744673101435
5,1,74,1401,0.05281941470378301
6,1,63,1456,0.04326923076923077
7,0,66,1553,0.04249839021249195
8,1,81,1465,0.0552901023890785
9,1,120,2598,0.046189376443418015
10,1,64,1401,0.04568165596002855
11,1,61,1401,0.04354032833690221
12,1,67,1523,0.043992120814182537
13,1,47,1401,0.03354746609564597
14,1,72,1401,0.05139186295503212
15,1,61,1401,0.04354032833690221
16,0,57,1401,0.04068522483940043
17,0,64,1402,0.0456490727532097
18,0,64,1401,0.04568165596002855
19,1,73,1401,0.052105638829407566
20,1,61,1401,0.04354032833690221
21,1,87,1850,0.047027027027027025
22,1,62,1401,0.04425410421127766
23,1,78,1554,0.05019305019305019
24,1,62,1401,0.04425410421127766
25,1,59,1401,0.042112776588151324
26,0,68,1567,0.04339502233567326
27,1,62,1401,0.04425410421127766
28,0,53,1401,0.03783012134189864
29,1,61,1401,0.04354032833690221
30,1,54,1401,0.03854389721627409
31,0,63,1401,0.044967880085653104
32,1,70,1401,0.049964311206281226
33,1,60,1401,0.042826552462526764
34,0,64,1502,0.0426098535286285
35,1,128,2954,0.043331076506431955
36,1,81,1401,0.057815845824411134
37,1,51,1401,0.03640256959314775
38,0,51,1401,0.03640256959314775
39,1,122,2706,0.0450849963045085
40,1,63,1405,0.044839857651245554
41,1,61,1401,0.04354032833690221
42,0,65,1401,0.046395431834404
43,0,45,1401,0.032119914346895075
44,1,65,1401,0.046395431834404
45,1,114,2240,0.05089285714285714
46,1,71,1401,0.05067808708065667
47,1,71,1401,0.05067808708065667
48,1,59,1401,0.042112776588151324
49,0,104,2080,0.05
50,1,84,1485,0.05656565656565657
51,1,71,1401,0.05067808708065667
52,1,81,1401,0.057815845824411134
53,1,72,1401,0.05139186295503212
54,1,61,1401,0.04354032833690221
55,1,75,1401,0.05353319057815846
56,0,122,3100,0.03935483870967742
57,1,144,3156,0.045627376425855515
58,1,75,1401,0.05353319057815846
59,1,64,1401,0.04568165596002855
60,1,67,1401,0.04782298358315489
61,1,66,1401,0.047109207708779445
62,1,64,1401,0.04568165596002855
63,1,70,1655,0.04229607250755287
64,1,57,1401,0.04068522483940043
65,0,61,1401,0.04354032833690221
66,1,80,1401,0.05710206995003569
67,1,62,1401,0.04425410421127766
68,0,81,2040,0.039705882352941174
69,0,73,1401,0.052105638829407566
70,1,67,1401,0.04782298358315489
71,1,67,1401,0.04782298358315489
72,0,59,1401,0.042112776588151324
73,1,77,1401,0.054960742326909354
74,1,55,1401,0.039257673090649536
75,1,68,1401,0.04853675945753034
76,1,75,1401,0.05353319057815846
77,0,68,1404,0.04843304843304843
78,1,51,1401,0.03640256959314775
79,0,75,1401,0.05353319057815846
80,0,63,1469,0.04288631722260041
81,1,68,1604,0.04239401496259352
82,0,54,1401,0.03854389721627409
83,1,78,1589,0.04908747640025173
84,1,64,1436,0.04456824512534819
85,1,60,1401,0.042826552462526764
86,1,72,1401,0.05139186295503212
87,1,65,1401,0.046395431834404
88,1,77,1401,0.054960742326909354
89,1,204,4695,0.043450479233226834
90,1,46,1401,0.03283369022127052
91,1,70,1401,0.049964311206281226
92,1,73,1401,0.052105638829407566
93,1,71,1401,0.05067808708065667
94,1,83,1401,0.05924339757316203
95,0,93,1903,0.048870204939569103
96,1,61,1401,0.04354032833690221
97,0,93,2407,0.03863730785209805
98,0,68,1401,0.04853675945753034
99,1,48,1401,0.034261241970021415
